REPORTING_PERIOD,MEASURE_TYPE,MEASURE,CODE,CODE_DESCRIPTION,MEASURE_VALUE
2324,Activity by Treatment Function,Attended subsequent tele consultation,328,Stroke Medicine,30668
2324,Activity by Treatment Function,Attended subsequent tele consultation,329,Transient Ischaemic Attack,12895
2324,Activity by Treatment Function,Attended subsequent tele consultation,330,Dermatology,234118
2324,Activity by Treatment Function,Attended subsequent tele consultation,331,Congenital Heart Disease Service ,8922
2324,Activity by Treatment Function,Attended subsequent tele consultation,335,Inherited Metabolic Medicine Service,4309
2324,Activity by Treatment Function,Attended subsequent tele consultation,340,Respiratory Medicine (Thoracic Medicine),527423
2324,Activity by Treatment Function,Attended subsequent tele consultation,341,Respiratory Physiology,134816
2324,Activity by Treatment Function,Attended subsequent tele consultation,342,Programmed Pulmonary Rehabilitation,7950
2324,Activity by Treatment Function,Attended subsequent tele consultation,343,Adult Cystic Fibrosis,6578
2324,Activity by Treatment Function,Attended subsequent tele consultation,344,Complex Specialised Rehabilitation Service,593
2324,Activity by Treatment Function,Attended subsequent tele consultation,345,Specialist Rehabilitation Service,5127
2324,Activity by Treatment Function,Attended subsequent tele consultation,346,Local Specialist Rehabilitation Service,2184
2324,Activity by Treatment Function,Attended subsequent tele consultation,347,Sleep Medicine Service,26626
2324,Activity by Treatment Function,Attended subsequent tele consultation,348,Post-COVID-19 Syndrome Service,8598
2324,Activity by Treatment Function,Attended subsequent tele consultation,350,Infectious Diseases,39742
2324,Activity by Treatment Function,Attended subsequent tele consultation,352,Tropical Medicine,1885
2324,Activity by Treatment Function,Attended subsequent tele consultation,360,Genitourinary Medicine,17693
2324,Activity by Treatment Function,Attended subsequent tele consultation,361,Nephrology,213544
2324,Activity by Treatment Function,Attended subsequent tele consultation,370,Medical Oncology,777350
2324,Activity by Treatment Function,Attended subsequent tele consultation,371,Nuclear Medicine,1503
2324,Activity by Treatment Function,Attended subsequent tele consultation,400,Neurology,433812
2324,Activity by Treatment Function,Attended subsequent tele consultation,401,Clinical Neuro-physiology,661
2324,Activity by Treatment Function,Attended subsequent tele consultation,410,Rheumatology,620869
2324,Activity by Treatment Function,Attended subsequent tele consultation,420,Paediatrics,180887
2324,Activity by Treatment Function,Attended subsequent tele consultation,421,Paediatric Neurology,20113
2324,Activity by Treatment Function,Attended subsequent tele consultation,422,Neonatology,7661
2324,Activity by Treatment Function,Attended subsequent tele consultation,424,Well Babies,364
2324,Activity by Treatment Function,Attended subsequent tele consultation,430,Geriatric Medicine,58776
2324,Activity by Treatment Function,Attended subsequent tele consultation,431,Orthogeriatric Medicine Service,10
2324,Activity by Treatment Function,Attended subsequent tele consultation,450,Dental Medicine Specialties,9255
2324,Activity by Treatment Function,Attended subsequent tele consultation,451,Special Care Dentistry Service,590
2324,Activity by Treatment Function,Attended subsequent tele consultation,460,Medical Ophthalmology,3450
2324,Activity by Treatment Function,Attended subsequent tele consultation,461,Ophthalmic and Vision Science Service,5
2324,Activity by Treatment Function,Attended subsequent tele consultation,501,Obstetrics,172757
2324,Activity by Treatment Function,Attended subsequent tele consultation,502,Gynaecology,348769
2324,Activity by Treatment Function,Attended subsequent tele consultation,503,Gynaecological Oncology,37169
2324,Activity by Treatment Function,Attended subsequent tele consultation,505,Fetal Medicine Service,132
2324,Activity by Treatment Function,Attended subsequent tele consultation,560,Midwife episode,135511
2324,Activity by Treatment Function,Attended subsequent tele consultation,650,Physiotherapy,232423
2324,Activity by Treatment Function,Attended subsequent tele consultation,651,Occupational Therapy,54486
2324,Activity by Treatment Function,Attended subsequent tele consultation,652,Speech and Language Therapy,47013
2324,Activity by Treatment Function,Attended subsequent tele consultation,653,Podiatry,9284
2324,Activity by Treatment Function,Attended subsequent tele consultation,654,Dietetics,261334
2324,Activity by Treatment Function,Attended subsequent tele consultation,655,Orthoptics,13191
2324,Activity by Treatment Function,Attended subsequent tele consultation,656,Clinical Psychology,48252
2324,Activity by Treatment Function,Attended subsequent tele consultation,657,Prosthetics,1193
2324,Activity by Treatment Function,Attended subsequent tele consultation,658,Orthotics,12187
2324,Activity by Treatment Function,Attended subsequent tele consultation,659,Dramatherapy,1
2324,Activity by Treatment Function,Attended subsequent tele consultation,661,Music Therapy,5
2324,Activity by Treatment Function,Attended subsequent tele consultation,662,Optometry,3014
2324,Activity by Treatment Function,Attended subsequent tele consultation,663,Podiatric Surgery,3403
2324,Activity by Treatment Function,Attended subsequent tele consultation,670,Urological Physiology Service,1421
2324,Activity by Treatment Function,Attended subsequent tele consultation,675,Cardiac Physiology Service,7615
2324,Activity by Treatment Function,Attended subsequent tele consultation,677,Gastrointestinal Physiology Service,6823
2324,Activity by Treatment Function,Attended subsequent tele consultation,700,Learning Disability (previously MH),12521
2324,Activity by Treatment Function,Attended subsequent tele consultation,710,Adult Mental Illness,239527
2324,Activity by Treatment Function,Attended subsequent tele consultation,711,Child & Adolescent Psychiatry,150862
2324,Activity by Treatment Function,Attended subsequent tele consultation,712,Forensic Psychiatry,2001
2324,Activity by Treatment Function,Attended subsequent tele consultation,713,Psychotherapy,7480
2324,Activity by Treatment Function,Attended subsequent tele consultation,715,Old Age Psychiatry,36405
2324,Activity by Treatment Function,Attended subsequent tele consultation,720,Eating Disorders,3714
2324,Activity by Treatment Function,Attended subsequent tele consultation,721,Addiction Services,37
2324,Activity by Treatment Function,Attended subsequent tele consultation,722,Liaison Psychiatry,1529
2324,Activity by Treatment Function,Attended subsequent tele consultation,723,Psychiatric Intensive Care,3
2324,Activity by Treatment Function,Attended subsequent tele consultation,724,Perinatal Psychiatry,1818
2324,Activity by Treatment Function,Attended subsequent tele consultation,725,Mental Health Recovery and Rehabilitation Service,587
2324,Activity by Treatment Function,Attended subsequent tele consultation,727,Dementia Assessment Service,462
2324,Activity by Treatment Function,Attended subsequent tele consultation,730,Neuropsychiatry Service,1817
2324,Activity by Treatment Function,Attended subsequent tele consultation,800,Clinical Oncology (previously Radiotherapy),690052
2324,Activity by Treatment Function,Attended subsequent tele consultation,811,Interventional Radiology,6721
2324,Activity by Treatment Function,Attended subsequent tele consultation,812,Diagnostic Imaging,11756
2324,Activity by Treatment Function,Attended subsequent tele consultation,822,Chemical Pathology,32008
2324,Activity by Treatment Function,Attended subsequent tele consultation,834,Medical Virology,528
2324,Activity by Treatment Function,Attended subsequent tele consultation,840,Audiology,217740
2324,Activity by Treatment Function,Attended subsequent tele consultation,920,Diabetic Education Service,192
2324,Activity by Treatment Function,Attended subsequent tele consultation,990,Retired,220
2324,Activity by Treatment Function,Attended subsequent tele consultation,&,Not Known,31007
2324,Activity by Treatment Function,Attended subsequent tele consultation,All,All,14080684
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,100,General Surgery,1.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,101,Urology,2.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,102,Transplantation Surgery,8.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,103,Breast Surgery,1.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,104,Colorectal Surgery,1.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,105,Hepatobiliary & Pancreatic Surgery,2.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,106,Upper Gastrointestinal Surgery,1.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,107,Vascular Surgery,1.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,108,Spinal Surgery Service,1.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,109,Bariatric Surgery Service,2.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,110,Trauma & Orthopaedics,1.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,111,Orthopaedic Service,2.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,113,Endocrine Surgery Service,1.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,115,Trauma Surgery Service,1.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,120,"Ear, Nose & Throat (ENT)",1.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,130,Ophthalmology,2.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,140,Oral Surgery,1.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,141,Restorative Dentistry,4.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,142,Paediatric Dentistry,2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,143,Orthodontics,10.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,144,Maxillo Facial Surgery,1.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,145,Oral and Maxillofacial Surgery Service,1.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,150,Neurosurgery,1.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,160,Plastic Surgery,2.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,161,Burns Care,2.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,170,Cardiothoracic Surgery,1.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,171,Paediatric Surgery,1.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,172,Cardiac Surgery,2.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,173,Thoracic Surgery,2.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,174,Cardiothoracic Transplantation,12
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,180,Accident & Emergency (A&E),0.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,190,Anaesthetics,1.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,191,Pain Management,2.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,192,Critical Care Medicine,1.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,211,Paediatric Urology,1.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,212,Paediatric Transplantation Surgery,102.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,213,Paediatric Gastrointestinal Surgery,0.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,214,Paediatric Trauma and Orthopaedics,1.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,215,Paediatric Ear Nose and Throat,1.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,216,Paediatric Ophthalmology,2.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,217,Paediatric Maxillo-facial Surgery,1.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,218,Paediatric Neurosurgery,3.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,219,Paediatric Plastic Surgery,1.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,220,Paediatric Burns Care,3.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,221,Paediatric Cardiac Surgery,1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,222,Paediatric Thoracic Surgery,1.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,223,Paediatric Epilepsy,4.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,230,Paediatric Clinical Pharmacology Service,0
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,240,Paediatric Palliative Medicine Service,13
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,241,Paediatric Pain Management,4.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,242,Paediatric Intensive Care,24.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,250,Paediatric Hepatology Service,145
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,251,Paediatric Gastroenterology,3.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,252,Paediatric Endocrinology,4.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,253,Paediatric Clinical Haematology,5.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,254,Paediatric Audiological Medicine,1.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,255,Paediatric Clinical Immunology and Allergy,1.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,256,Paediatric Infectious Diseases,1.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,257,Paediatric Dermatology,1.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,258,Paediatric Respiratory Medicine,2.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,259,Paediatric Nephrology,6.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,260,Paediatric Medical Oncology,16.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,261,Paediatric Metabolic Disease,5.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,262,Paediatric Rheumatology,4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,263,Paediatric Diabetic Medicine,25.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,264,Paediatric Cystic Fibrosis,46.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,270,Paediatric Emergency Medicine Service,0
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,280,Paediatric Interventional Radiology,17.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,290,Community Paediatrics,3.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,291,Paediatric Neuro-disability,2.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,300,General Medicine,1.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,301,Gastroenterology,1.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,302,Endocrinology,2.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,303,Clinical Haematology,7.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,304,Clinical Physiology,0.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,305,Clinical Pharmacology,1.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,306,Hepatology,2.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,307,Diabetic Medicine,4.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,308,Bone & Marrow Transplantation,15.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,309,Haemophilia,6.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,310,Audiological Medicine,1.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,311,Clinical Genetics,0.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,313,Clinical Immunology & Allergy,2.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,314,Rehabilitation,3.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,315,Palliative Medicine,4.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,316,Clinical Immunology,3.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,317,Allergy,1.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,318,Intermediate Care,6.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,319,Respite Care,0
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,320,Cardiology,1.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,321,Paediatric Cardiology,2.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,322,Clinical Microbiology,0.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,323,Spinal Injuries,7.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,324,Anticoagulant Service,9.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,325,Sport & Exercise Medicine,1.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,326,Acute Internal Medicine Service,0.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,327,Cardiac Rehabilitation,5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,328,Stroke Medicine,1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,329,Transient Ischaemic Attack,0.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,330,Dermatology,1.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,331,Congenital Heart Disease Service ,3.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,335,Inherited Metabolic Medicine Service,15.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,340,Respiratory Medicine (Thoracic Medicine),1.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,341,Respiratory Physiology,1.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,342,Programmed Pulmonary Rehabilitation,6.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,343,Adult Cystic Fibrosis,24.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,344,Complex Specialised Rehabilitation Service,3.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,345,Specialist Rehabilitation Service,6.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,346,Local Specialist Rehabilitation Service,15.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,347,Sleep Medicine Service,2.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,348,Post-COVID-19 Syndrome Service,3.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,350,Infectious Diseases,3.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,352,Tropical Medicine,1.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,360,Genitourinary Medicine,6.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,361,Nephrology,8.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,370,Medical Oncology,12.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,371,Nuclear Medicine,1.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,400,Neurology,2.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,401,Clinical Neuro-physiology,0.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,410,Rheumatology,4.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,420,Paediatrics,1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,421,Paediatric Neurology,2.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,422,Neonatology,1.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,424,Well Babies,1.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,430,Geriatric Medicine,1.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,431,Orthogeriatric Medicine Service,0.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,450,Dental Medicine Specialties,2.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,451,Special Care Dentistry Service,2.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,460,Medical Ophthalmology,4.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,461,Ophthalmic and Vision Science Service,5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,499,"Non-UK Provider; specialty function not known, treatment mainly medical",0
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,501,Obstetrics,2.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,502,Gynaecology,1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,503,Gynaecological Oncology,1.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,505,Fetal Medicine Service,2.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,560,Midwife episode,4.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,650,Physiotherapy,2.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,651,Occupational Therapy,2.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,652,Speech and Language Therapy,3.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,653,Podiatry,5.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,654,Dietetics,2.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,655,Orthoptics,2.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,656,Clinical Psychology,3.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,657,Prosthetics,7.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,658,Orthotics,1.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,659,Dramatherapy,401.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,660,Art Therapy,0
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,661,Music Therapy,2.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,662,Optometry,2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,663,Podiatric Surgery,3.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,670,Urological Physiology Service,3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,673,Vascular Physiology Service,0.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,675,Cardiac Physiology Service,1.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,677,Gastrointestinal Physiology Service,2.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,700,Learning Disability (previously MH),7.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,710,Adult Mental Illness,6.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,711,Child & Adolescent Psychiatry,6.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,712,Forensic Psychiatry,7.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,713,Psychotherapy,7.2
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,715,Old Age Psychiatry,3.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,720,Eating Disorders,9.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,721,Addiction Services,3.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,722,Liaison Psychiatry,2.1
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,723,Psychiatric Intensive Care,11
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,724,Perinatal Psychiatry,8.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,725,Mental Health Recovery and Rehabilitation Service,76.8
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,726,Mental Health Dual Diagnosis Service,0
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,727,Dementia Assessment Service,2.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,730,Neuropsychiatry Service,2.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,800,Clinical Oncology (previously Radiotherapy),7.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,811,Interventional Radiology,0.6
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,812,Diagnostic Imaging,0.9
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,822,Chemical Pathology,1.7
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,834,Medical Virology,11
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,840,Audiology,1.5
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,920,Diabetic Education Service,1.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,990,Retired,1.4
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,&,Not Known,5.3
2324,Activity by Treatment Function,Follow-up attendances for each first attendance,All,All,2.1
2324,Activity by Treatment Function,Percentage of all attendances,100,General Surgery,1.9
2324,Activity by Treatment Function,Percentage of all attendances,101,Urology,3
2324,Activity by Treatment Function,Percentage of all attendances,102,Transplantation Surgery,0.1
2324,Activity by Treatment Function,Percentage of all attendances,103,Breast Surgery,1.5
2324,Activity by Treatment Function,Percentage of all attendances,104,Colorectal Surgery,1.1
2324,Activity by Treatment Function,Percentage of all attendances,105,Hepatobiliary & Pancreatic Surgery,0.1
2324,Activity by Treatment Function,Percentage of all attendances,106,Upper Gastrointestinal Surgery,0.2
2324,Activity by Treatment Function,Percentage of all attendances,107,Vascular Surgery,0.5
2324,Activity by Treatment Function,Percentage of all attendances,108,Spinal Surgery Service,0.3
2324,Activity by Treatment Function,Percentage of all attendances,109,Bariatric Surgery Service,0
2324,Activity by Treatment Function,Percentage of all attendances,110,Trauma & Orthopaedics,6.7
2324,Activity by Treatment Function,Percentage of all attendances,111,Orthopaedic Service,0.1
2324,Activity by Treatment Function,Percentage of all attendances,113,Endocrine Surgery Service,0
2324,Activity by Treatment Function,Percentage of all attendances,115,Trauma Surgery Service,0
2324,Activity by Treatment Function,Percentage of all attendances,120,"Ear, Nose & Throat (ENT)",2.5
2324,Activity by Treatment Function,Percentage of all attendances,130,Ophthalmology,8.5
2324,Activity by Treatment Function,Percentage of all attendances,140,Oral Surgery,0.7
2324,Activity by Treatment Function,Percentage of all attendances,141,Restorative Dentistry,0.3
2324,Activity by Treatment Function,Percentage of all attendances,142,Paediatric Dentistry,0.1
2324,Activity by Treatment Function,Percentage of all attendances,143,Orthodontics,0.6
2324,Activity by Treatment Function,Percentage of all attendances,144,Maxillo Facial Surgery,0.5
2324,Activity by Treatment Function,Percentage of all attendances,145,Oral and Maxillofacial Surgery Service,0.1
2324,Activity by Treatment Function,Percentage of all attendances,150,Neurosurgery,0.4
2324,Activity by Treatment Function,Percentage of all attendances,160,Plastic Surgery,1
2324,Activity by Treatment Function,Percentage of all attendances,161,Burns Care,0.1
2324,Activity by Treatment Function,Percentage of all attendances,170,Cardiothoracic Surgery,0
2324,Activity by Treatment Function,Percentage of all attendances,171,Paediatric Surgery,0.2
2324,Activity by Treatment Function,Percentage of all attendances,172,Cardiac Surgery,0.1
2324,Activity by Treatment Function,Percentage of all attendances,173,Thoracic Surgery,0.1
2324,Activity by Treatment Function,Percentage of all attendances,174,Cardiothoracic Transplantation,0
2324,Activity by Treatment Function,Percentage of all attendances,180,Accident & Emergency (A&E),0.2
2324,Activity by Treatment Function,Percentage of all attendances,190,Anaesthetics,1
2324,Activity by Treatment Function,Percentage of all attendances,191,Pain Management,0.7
2324,Activity by Treatment Function,Percentage of all attendances,192,Critical Care Medicine,0
2324,Activity by Treatment Function,Percentage of all attendances,211,Paediatric Urology,0.1
2324,Activity by Treatment Function,Percentage of all attendances,212,Paediatric Transplantation Surgery,0
2324,Activity by Treatment Function,Percentage of all attendances,213,Paediatric Gastrointestinal Surgery,0
2324,Activity by Treatment Function,Percentage of all attendances,214,Paediatric Trauma and Orthopaedics,0.3
2324,Activity by Treatment Function,Percentage of all attendances,215,Paediatric Ear Nose and Throat,0.2
2324,Activity by Treatment Function,Percentage of all attendances,216,Paediatric Ophthalmology,0.4
2324,Activity by Treatment Function,Percentage of all attendances,217,Paediatric Maxillo-facial Surgery,0
2324,Activity by Treatment Function,Percentage of all attendances,218,Paediatric Neurosurgery,0
2324,Activity by Treatment Function,Percentage of all attendances,219,Paediatric Plastic Surgery,0.1
2324,Activity by Treatment Function,Percentage of all attendances,220,Paediatric Burns Care,0
2324,Activity by Treatment Function,Percentage of all attendances,221,Paediatric Cardiac Surgery,0
2324,Activity by Treatment Function,Percentage of all attendances,222,Paediatric Thoracic Surgery,0
2324,Activity by Treatment Function,Percentage of all attendances,223,Paediatric Epilepsy,0.1
2324,Activity by Treatment Function,Percentage of all attendances,230,Paediatric Clinical Pharmacology Service,0
2324,Activity by Treatment Function,Percentage of all attendances,240,Paediatric Palliative Medicine Service,0
2324,Activity by Treatment Function,Percentage of all attendances,241,Paediatric Pain Management,0
2324,Activity by Treatment Function,Percentage of all attendances,242,Paediatric Intensive Care,0
2324,Activity by Treatment Function,Percentage of all attendances,250,Paediatric Hepatology Service,0
2324,Activity by Treatment Function,Percentage of all attendances,251,Paediatric Gastroenterology,0.1
2324,Activity by Treatment Function,Percentage of all attendances,252,Paediatric Endocrinology,0.1
2324,Activity by Treatment Function,Percentage of all attendances,253,Paediatric Clinical Haematology,0.1
2324,Activity by Treatment Function,Percentage of all attendances,254,Paediatric Audiological Medicine,0.1
2324,Activity by Treatment Function,Percentage of all attendances,255,Paediatric Clinical Immunology and Allergy,0.1
2324,Activity by Treatment Function,Percentage of all attendances,256,Paediatric Infectious Diseases,0
2324,Activity by Treatment Function,Percentage of all attendances,257,Paediatric Dermatology,0.2
