REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2324,First Attendances by Age and Gender,75-79 All Genders,450,Dental Medicine Specialties,1372
2324,First Attendances by Age and Gender,75-79 All Genders,451,Special Care Dentistry,162
2324,First Attendances by Age and Gender,75-79 All Genders,460,Medical Ophthalmology,1005
2324,First Attendances by Age and Gender,75-79 All Genders,501,Obstetrics,5518
2324,First Attendances by Age and Gender,75-79 All Genders,502,Gynaecology,34725
2324,First Attendances by Age and Gender,75-79 All Genders,560,Midwife episode,41
2324,First Attendances by Age and Gender,75-79 All Genders,600,General Medical Practice,9000
2324,First Attendances by Age and Gender,75-79 All Genders,601,General Dental Practice,208
2324,First Attendances by Age and Gender,75-79 All Genders,700,Learning Disability (previously MH),182
2324,First Attendances by Age and Gender,75-79 All Genders,710,Adult Mental Illness,3790
2324,First Attendances by Age and Gender,75-79 All Genders,711,Child & Adolescent Psychiatry,208
2324,First Attendances by Age and Gender,75-79 All Genders,712,Forensic Psychiatry,79
2324,First Attendances by Age and Gender,75-79 All Genders,713,Psychotherapy,86
2324,First Attendances by Age and Gender,75-79 All Genders,715,Old Age Psychiatry,8315
2324,First Attendances by Age and Gender,75-79 All Genders,800,Clinical Oncology (previously Radiotherapy),45242
2324,First Attendances by Age and Gender,75-79 All Genders,810,Radiology,254596
2324,First Attendances by Age and Gender,75-79 All Genders,820,General Pathology,48
2324,First Attendances by Age and Gender,75-79 All Genders,822,Chemical Pathology,1787
2324,First Attendances by Age and Gender,75-79 All Genders,823,Haematology,4598
2324,First Attendances by Age and Gender,75-79 All Genders,824,Histopathology,78
2324,First Attendances by Age and Gender,75-79 All Genders,830,Immunopathology,55
2324,First Attendances by Age and Gender,75-79 All Genders,831,Medical Microbiology & Virology,183
2324,First Attendances by Age and Gender,75-79 All Genders,833,Medical Microbiology (Microbiology & Bacteriology),58
2324,First Attendances by Age and Gender,75-79 All Genders,834,Medical Virology,36
2324,First Attendances by Age and Gender,75-79 All Genders,900,Community Medicine,6834
2324,First Attendances by Age and Gender,75-79 All Genders,901,Occupational Medicine,233
2324,First Attendances by Age and Gender,75-79 All Genders,902,Community Health Services Dental,9
2324,First Attendances by Age and Gender,75-79 All Genders,903,Public Health Medicine,6
2324,First Attendances by Age and Gender,75-79 All Genders,950,Nursing episode,138647
2324,First Attendances by Age and Gender,75-79 All Genders,960,Allied Health Professional Episode,360988
2324,First Attendances by Age and Gender,75-79 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),116
2324,First Attendances by Age and Gender,75-79 Female,100,General Surgery,108130
2324,First Attendances by Age and Gender,75-79 Female,101,Urology,23807
2324,First Attendances by Age and Gender,75-79 Female,107,Vascular Surgery,1428
2324,First Attendances by Age and Gender,75-79 Female,110,Trauma & Orthopaedics,117570
2324,First Attendances by Age and Gender,75-79 Female,120,"Ear, Nose & Throat (ENT)",45096
2324,First Attendances by Age and Gender,75-79 Female,130,Ophthalmology,182780
2324,First Attendances by Age and Gender,75-79 Female,140,Oral Surgery,9250
2324,First Attendances by Age and Gender,75-79 Female,141,Restorative Dentistry,964
2324,First Attendances by Age and Gender,75-79 Female,142,Paediatric Dentistry,2
2324,First Attendances by Age and Gender,75-79 Female,143,Orthodontics,224
2324,First Attendances by Age and Gender,75-79 Female,145,Oral & Maxillo Facial Surgery,8591
2324,First Attendances by Age and Gender,75-79 Female,146,Endodontics,46
2324,First Attendances by Age and Gender,75-79 Female,147,Periodontics,11
2324,First Attendances by Age and Gender,75-79 Female,148,Prosthodontics,15
2324,First Attendances by Age and Gender,75-79 Female,149,Surgical Dentistry,1
2324,First Attendances by Age and Gender,75-79 Female,150,Neurosurgery,7193
2324,First Attendances by Age and Gender,75-79 Female,160,Plastic Surgery,12357
2324,First Attendances by Age and Gender,75-79 Female,170,Cardiothoracic Surgery,3076
2324,First Attendances by Age and Gender,75-79 Female,171,Paediatric Surgery,18
2324,First Attendances by Age and Gender,75-79 Female,180,Accident & Emergency (A&E),3328
2324,First Attendances by Age and Gender,75-79 Female,190,Anaesthetics,22395
2324,First Attendances by Age and Gender,75-79 Female,192,Critical Care Medicine,283
2324,First Attendances by Age and Gender,75-79 Female,300,General Medicine,64193
2324,First Attendances by Age and Gender,75-79 Female,301,Gastroenterology,32963
2324,First Attendances by Age and Gender,75-79 Female,302,Endocrinology,8309
2324,First Attendances by Age and Gender,75-79 Female,303,Clinical Haematology,13236
2324,First Attendances by Age and Gender,75-79 Female,304,Clinical Physiology,12441
2324,First Attendances by Age and Gender,75-79 Female,305,Clinical Pharmacology,172
2324,First Attendances by Age and Gender,75-79 Female,310,Audiological Medicine,13089
2324,First Attendances by Age and Gender,75-79 Female,311,Clinical Genetics,609
2324,First Attendances by Age and Gender,75-79 Female,313,Clinical Immunology & Allergy,492
2324,First Attendances by Age and Gender,75-79 Female,314,Rehabilitation,3798
2324,First Attendances by Age and Gender,75-79 Female,315,Palliative Medicine,1830
2324,First Attendances by Age and Gender,75-79 Female,317,Allergy,37
2324,First Attendances by Age and Gender,75-79 Female,320,Cardiology,90847
2324,First Attendances by Age and Gender,75-79 Female,321,Paediatric Cardiology,15
2324,First Attendances by Age and Gender,75-79 Female,325,Sports & Exercise Medicine,53
2324,First Attendances by Age and Gender,75-79 Female,326,Acute Internal Medicine,4016
2324,First Attendances by Age and Gender,75-79 Female,330,Dermatology,61050
2324,First Attendances by Age and Gender,75-79 Female,340,Respiratory Medicine (Thoracic Medicine),34511
2324,First Attendances by Age and Gender,75-79 Female,350,Infectious Diseases,827
2324,First Attendances by Age and Gender,75-79 Female,352,Tropical Medicine,2
2324,First Attendances by Age and Gender,75-79 Female,360,Genitourinary Medicine,132
2324,First Attendances by Age and Gender,75-79 Female,361,Nephrology,5461
2324,First Attendances by Age and Gender,75-79 Female,370,Medical Oncology,10218
2324,First Attendances by Age and Gender,75-79 Female,371,Nuclear Medicine,473
2324,First Attendances by Age and Gender,75-79 Female,400,Neurology,19863
2324,First Attendances by Age and Gender,75-79 Female,401,Clinical Neuro-physiology,5958
2324,First Attendances by Age and Gender,75-79 Female,410,Rheumatology,19664
2324,First Attendances by Age and Gender,75-79 Female,420,Paediatrics,155
2324,First Attendances by Age and Gender,75-79 Female,421,Paediatric Neurology,14
2324,First Attendances by Age and Gender,75-79 Female,430,Geriatric Medicine,16944
2324,First Attendances by Age and Gender,75-79 Female,450,Dental Medicine Specialties,826
2324,First Attendances by Age and Gender,75-79 Female,451,Special Care Dentistry,69
2324,First Attendances by Age and Gender,75-79 Female,460,Medical Ophthalmology,537
2324,First Attendances by Age and Gender,75-79 Female,501,Obstetrics,5496
2324,First Attendances by Age and Gender,75-79 Female,502,Gynaecology,34374
2324,First Attendances by Age and Gender,75-79 Female,560,Midwife episode,20
2324,First Attendances by Age and Gender,75-79 Female,600,General Medical Practice,4944
2324,First Attendances by Age and Gender,75-79 Female,601,General Dental Practice,39
2324,First Attendances by Age and Gender,75-79 Female,700,Learning Disability (previously MH),81
2324,First Attendances by Age and Gender,75-79 Female,710,Adult Mental Illness,2108
2324,First Attendances by Age and Gender,75-79 Female,711,Child & Adolescent Psychiatry,98
2324,First Attendances by Age and Gender,75-79 Female,712,Forensic Psychiatry,38
2324,First Attendances by Age and Gender,75-79 Female,713,Psychotherapy,60
2324,First Attendances by Age and Gender,75-79 Female,715,Old Age Psychiatry,4541
2324,First Attendances by Age and Gender,75-79 Female,800,Clinical Oncology (previously Radiotherapy),17805
2324,First Attendances by Age and Gender,75-79 Female,810,Radiology,138357
2324,First Attendances by Age and Gender,75-79 Female,820,General Pathology,30
2324,First Attendances by Age and Gender,75-79 Female,822,Chemical Pathology,1159
2324,First Attendances by Age and Gender,75-79 Female,823,Haematology,2070
2324,First Attendances by Age and Gender,75-79 Female,824,Histopathology,30
2324,First Attendances by Age and Gender,75-79 Female,830,Immunopathology,41
2324,First Attendances by Age and Gender,75-79 Female,831,Medical Microbiology & Virology,94
2324,First Attendances by Age and Gender,75-79 Female,833,Medical Microbiology (Microbiology & Bacteriology),31
2324,First Attendances by Age and Gender,75-79 Female,834,Medical Virology,22
2324,First Attendances by Age and Gender,75-79 Female,900,Community Medicine,3864
2324,First Attendances by Age and Gender,75-79 Female,901,Occupational Medicine,124
2324,First Attendances by Age and Gender,75-79 Female,902,Community Health Services Dental,4
2324,First Attendances by Age and Gender,75-79 Female,950,Nursing episode,67563
2324,First Attendances by Age and Gender,75-79 Female,960,Allied Health Professional Episode,189638
2324,First Attendances by Age and Gender,75-79 Female,990,Joint Consultant Clinics (Retired 1 April 2004),44
2324,First Attendances by Age and Gender,75-79 Male,100,General Surgery,91617
2324,First Attendances by Age and Gender,75-79 Male,101,Urology,83781
2324,First Attendances by Age and Gender,75-79 Male,107,Vascular Surgery,2410
2324,First Attendances by Age and Gender,75-79 Male,110,Trauma & Orthopaedics,72595
2324,First Attendances by Age and Gender,75-79 Male,120,"Ear, Nose & Throat (ENT)",40703
2324,First Attendances by Age and Gender,75-79 Male,130,Ophthalmology,138100
2324,First Attendances by Age and Gender,75-79 Male,140,Oral Surgery,8050
2324,First Attendances by Age and Gender,75-79 Male,141,Restorative Dentistry,962
2324,First Attendances by Age and Gender,75-79 Male,143,Orthodontics,194
2324,First Attendances by Age and Gender,75-79 Male,145,Oral & Maxillo Facial Surgery,7566
2324,First Attendances by Age and Gender,75-79 Male,146,Endodontics,52
2324,First Attendances by Age and Gender,75-79 Male,147,Periodontics,8
2324,First Attendances by Age and Gender,75-79 Male,148,Prosthodontics,10
2324,First Attendances by Age and Gender,75-79 Male,149,Surgical Dentistry,1
2324,First Attendances by Age and Gender,75-79 Male,150,Neurosurgery,6218
2324,First Attendances by Age and Gender,75-79 Male,160,Plastic Surgery,15096
2324,First Attendances by Age and Gender,75-79 Male,170,Cardiothoracic Surgery,4871
2324,First Attendances by Age and Gender,75-79 Male,171,Paediatric Surgery,15
2324,First Attendances by Age and Gender,75-79 Male,180,Accident & Emergency (A&E),2819
2324,First Attendances by Age and Gender,75-79 Male,190,Anaesthetics,21073
2324,First Attendances by Age and Gender,75-79 Male,192,Critical Care Medicine,363
2324,First Attendances by Age and Gender,75-79 Male,300,General Medicine,60401
2324,First Attendances by Age and Gender,75-79 Male,301,Gastroenterology,28806
2324,First Attendances by Age and Gender,75-79 Male,302,Endocrinology,6833
2324,First Attendances by Age and Gender,75-79 Male,303,Clinical Haematology,15179
2324,First Attendances by Age and Gender,75-79 Male,304,Clinical Physiology,13497
2324,First Attendances by Age and Gender,75-79 Male,305,Clinical Pharmacology,187
2324,First Attendances by Age and Gender,75-79 Male,310,Audiological Medicine,13305
2324,First Attendances by Age and Gender,75-79 Male,311,Clinical Genetics,341
2324,First Attendances by Age and Gender,75-79 Male,313,Clinical Immunology & Allergy,279
2324,First Attendances by Age and Gender,75-79 Male,314,Rehabilitation,2776
2324,First Attendances by Age and Gender,75-79 Male,315,Palliative Medicine,1974
2324,First Attendances by Age and Gender,75-79 Male,317,Allergy,20
2324,First Attendances by Age and Gender,75-79 Male,320,Cardiology,107687
2324,First Attendances by Age and Gender,75-79 Male,321,Paediatric Cardiology,14
2324,First Attendances by Age and Gender,75-79 Male,325,Sports & Exercise Medicine,33
2324,First Attendances by Age and Gender,75-79 Male,326,Acute Internal Medicine,3738
2324,First Attendances by Age and Gender,75-79 Male,330,Dermatology,65205
2324,First Attendances by Age and Gender,75-79 Male,340,Respiratory Medicine (Thoracic Medicine),38332
2324,First Attendances by Age and Gender,75-79 Male,350,Infectious Diseases,961
2324,First Attendances by Age and Gender,75-79 Male,352,Tropical Medicine,1
2324,First Attendances by Age and Gender,75-79 Male,360,Genitourinary Medicine,158
2324,First Attendances by Age and Gender,75-79 Male,361,Nephrology,7620
2324,First Attendances by Age and Gender,75-79 Male,370,Medical Oncology,11603
2324,First Attendances by Age and Gender,75-79 Male,371,Nuclear Medicine,535
2324,First Attendances by Age and Gender,75-79 Male,400,Neurology,20628
2324,First Attendances by Age and Gender,75-79 Male,401,Clinical Neuro-physiology,5688
2324,First Attendances by Age and Gender,75-79 Male,410,Rheumatology,8713
2324,First Attendances by Age and Gender,75-79 Male,420,Paediatrics,118
2324,First Attendances by Age and Gender,75-79 Male,421,Paediatric Neurology,14
2324,First Attendances by Age and Gender,75-79 Male,430,Geriatric Medicine,15101
2324,First Attendances by Age and Gender,75-79 Male,450,Dental Medicine Specialties,528
2324,First Attendances by Age and Gender,75-79 Male,451,Special Care Dentistry,91
2324,First Attendances by Age and Gender,75-79 Male,460,Medical Ophthalmology,461
2324,First Attendances by Age and Gender,75-79 Male,501,Obstetrics,5
2324,First Attendances by Age and Gender,75-79 Male,502,Gynaecology,222
2324,First Attendances by Age and Gender,75-79 Male,560,Midwife episode,18
2324,First Attendances by Age and Gender,75-79 Male,600,General Medical Practice,4056
2324,First Attendances by Age and Gender,75-79 Male,601,General Dental Practice,46
2324,First Attendances by Age and Gender,75-79 Male,700,Learning Disability (previously MH),101
2324,First Attendances by Age and Gender,75-79 Male,710,Adult Mental Illness,1682
2324,First Attendances by Age and Gender,75-79 Male,711,Child & Adolescent Psychiatry,110
2324,First Attendances by Age and Gender,75-79 Male,712,Forensic Psychiatry,41
2324,First Attendances by Age and Gender,75-79 Male,713,Psychotherapy,26
2324,First Attendances by Age and Gender,75-79 Male,715,Old Age Psychiatry,3773
2324,First Attendances by Age and Gender,75-79 Male,800,Clinical Oncology (previously Radiotherapy),26604
2324,First Attendances by Age and Gender,75-79 Male,810,Radiology,113736
2324,First Attendances by Age and Gender,75-79 Male,820,General Pathology,18
2324,First Attendances by Age and Gender,75-79 Male,822,Chemical Pathology,624
2324,First Attendances by Age and Gender,75-79 Male,823,Haematology,2445
2324,First Attendances by Age and Gender,75-79 Male,824,Histopathology,42
2324,First Attendances by Age and Gender,75-79 Male,830,Immunopathology,14
2324,First Attendances by Age and Gender,75-79 Male,831,Medical Microbiology & Virology,89
2324,First Attendances by Age and Gender,75-79 Male,833,Medical Microbiology (Microbiology & Bacteriology),27
2324,First Attendances by Age and Gender,75-79 Male,834,Medical Virology,14
2324,First Attendances by Age and Gender,75-79 Male,900,Community Medicine,2970
2324,First Attendances by Age and Gender,75-79 Male,901,Occupational Medicine,95
2324,First Attendances by Age and Gender,75-79 Male,902,Community Health Services Dental,5
2324,First Attendances by Age and Gender,75-79 Male,903,Public Health Medicine,1
2324,First Attendances by Age and Gender,75-79 Male,950,Nursing episode,70582
2324,First Attendances by Age and Gender,75-79 Male,960,Allied Health Professional Episode,167686
2324,First Attendances by Age and Gender,75-79 Male,990,Joint Consultant Clinics (Retired 1 April 2004),72
2324,First Attendances by Age and Gender,80-84 All Genders,100,General Surgery,135820
2324,First Attendances by Age and Gender,80-84 All Genders,101,Urology,67254
2324,First Attendances by Age and Gender,80-84 All Genders,107,Vascular Surgery,2646
2324,First Attendances by Age and Gender,80-84 All Genders,110,Trauma & Orthopaedics,115116
2324,First Attendances by Age and Gender,80-84 All Genders,120,"Ear, Nose & Throat (ENT)",55181
2324,First Attendances by Age and Gender,80-84 All Genders,130,Ophthalmology,243218
2324,First Attendances by Age and Gender,80-84 All Genders,140,Oral Surgery,10936
2324,First Attendances by Age and Gender,80-84 All Genders,141,Restorative Dentistry,1027
2324,First Attendances by Age and Gender,80-84 All Genders,143,Orthodontics,210
2324,First Attendances by Age and Gender,80-84 All Genders,145,Oral & Maxillo Facial Surgery,10682
2324,First Attendances by Age and Gender,80-84 All Genders,146,Endodontics,44
2324,First Attendances by Age and Gender,80-84 All Genders,147,Periodontics,5
2324,First Attendances by Age and Gender,80-84 All Genders,148,Prosthodontics,26
2324,First Attendances by Age and Gender,80-84 All Genders,150,Neurosurgery,7444
2324,First Attendances by Age and Gender,80-84 All Genders,160,Plastic Surgery,20510
2324,First Attendances by Age and Gender,80-84 All Genders,170,Cardiothoracic Surgery,3500
2324,First Attendances by Age and Gender,80-84 All Genders,171,Paediatric Surgery,34
2324,First Attendances by Age and Gender,80-84 All Genders,180,Accident & Emergency (A&E),4976
2324,First Attendances by Age and Gender,80-84 All Genders,190,Anaesthetics,26704
2324,First Attendances by Age and Gender,80-84 All Genders,192,Critical Care Medicine,336
2324,First Attendances by Age and Gender,80-84 All Genders,300,General Medicine,94001
2324,First Attendances by Age and Gender,80-84 All Genders,301,Gastroenterology,37633
2324,First Attendances by Age and Gender,80-84 All Genders,302,Endocrinology,9189
2324,First Attendances by Age and Gender,80-84 All Genders,303,Clinical Haematology,20044
2324,First Attendances by Age and Gender,80-84 All Genders,304,Clinical Physiology,20356
2324,First Attendances by Age and Gender,80-84 All Genders,305,Clinical Pharmacology,205
2324,First Attendances by Age and Gender,80-84 All Genders,310,Audiological Medicine,21406
2324,First Attendances by Age and Gender,80-84 All Genders,311,Clinical Genetics,452
2324,First Attendances by Age and Gender,80-84 All Genders,313,Clinical Immunology & Allergy,344
2324,First Attendances by Age and Gender,80-84 All Genders,314,Rehabilitation,4338
2324,First Attendances by Age and Gender,80-84 All Genders,315,Palliative Medicine,3050
2324,First Attendances by Age and Gender,80-84 All Genders,317,Allergy,48
2324,First Attendances by Age and Gender,80-84 All Genders,320,Cardiology,146498
2324,First Attendances by Age and Gender,80-84 All Genders,321,Paediatric Cardiology,12
2324,First Attendances by Age and Gender,80-84 All Genders,325,Sports & Exercise Medicine,32
2324,First Attendances by Age and Gender,80-84 All Genders,326,Acute Internal Medicine,5089
2324,First Attendances by Age and Gender,80-84 All Genders,330,Dermatology,90483
2324,First Attendances by Age and Gender,80-84 All Genders,340,Respiratory Medicine (Thoracic Medicine),44272
2324,First Attendances by Age and Gender,80-84 All Genders,350,Infectious Diseases,1113
2324,First Attendances by Age and Gender,80-84 All Genders,360,Genitourinary Medicine,213
2324,First Attendances by Age and Gender,80-84 All Genders,361,Nephrology,9829
2324,First Attendances by Age and Gender,80-84 All Genders,370,Medical Oncology,12582
2324,First Attendances by Age and Gender,80-84 All Genders,371,Nuclear Medicine,533
2324,First Attendances by Age and Gender,80-84 All Genders,400,Neurology,23823
2324,First Attendances by Age and Gender,80-84 All Genders,401,Clinical Neuro-physiology,6848
2324,First Attendances by Age and Gender,80-84 All Genders,410,Rheumatology,17252
2324,First Attendances by Age and Gender,80-84 All Genders,420,Paediatrics,196
2324,First Attendances by Age and Gender,80-84 All Genders,421,Paediatric Neurology,11
2324,First Attendances by Age and Gender,80-84 All Genders,430,Geriatric Medicine,33369
2324,First Attendances by Age and Gender,80-84 All Genders,450,Dental Medicine Specialties,754
2324,First Attendances by Age and Gender,80-84 All Genders,451,Special Care Dentistry,96
2324,First Attendances by Age and Gender,80-84 All Genders,460,Medical Ophthalmology,767
2324,First Attendances by Age and Gender,80-84 All Genders,501,Obstetrics,3214
2324,First Attendances by Age and Gender,80-84 All Genders,502,Gynaecology,20305
2324,First Attendances by Age and Gender,80-84 All Genders,560,Midwife episode,53
2324,First Attendances by Age and Gender,80-84 All Genders,600,General Medical Practice,6024
2324,First Attendances by Age and Gender,80-84 All Genders,601,General Dental Practice,134
2324,First Attendances by Age and Gender,80-84 All Genders,700,Learning Disability (previously MH),107
2324,First Attendances by Age and Gender,80-84 All Genders,710,Adult Mental Illness,3108
2324,First Attendances by Age and Gender,80-84 All Genders,711,Child & Adolescent Psychiatry,146
2324,First Attendances by Age and Gender,80-84 All Genders,712,Forensic Psychiatry,52
2324,First Attendances by Age and Gender,80-84 All Genders,713,Psychotherapy,33
2324,First Attendances by Age and Gender,80-84 All Genders,715,Old Age Psychiatry,8474
2324,First Attendances by Age and Gender,80-84 All Genders,800,Clinical Oncology (previously Radiotherapy),24645
2324,First Attendances by Age and Gender,80-84 All Genders,810,Radiology,160530
2324,First Attendances by Age and Gender,80-84 All Genders,820,General Pathology,18
2324,First Attendances by Age and Gender,80-84 All Genders,822,Chemical Pathology,829
2324,First Attendances by Age and Gender,80-84 All Genders,823,Haematology,3682
2324,First Attendances by Age and Gender,80-84 All Genders,824,Histopathology,47
2324,First Attendances by Age and Gender,80-84 All Genders,830,Immunopathology,18
2324,First Attendances by Age and Gender,80-84 All Genders,831,Medical Microbiology & Virology,115
2324,First Attendances by Age and Gender,80-84 All Genders,833,Medical Microbiology (Microbiology & Bacteriology),49
2324,First Attendances by Age and Gender,80-84 All Genders,834,Medical Virology,9
2324,First Attendances by Age and Gender,80-84 All Genders,900,Community Medicine,6074
2324,First Attendances by Age and Gender,80-84 All Genders,901,Occupational Medicine,136
2324,First Attendances by Age and Gender,80-84 All Genders,902,Community Health Services Dental,11
2324,First Attendances by Age and Gender,80-84 All Genders,903,Public Health Medicine,3
2324,First Attendances by Age and Gender,80-84 All Genders,950,Nursing episode,97676
2324,First Attendances by Age and Gender,80-84 All Genders,960,Allied Health Professional Episode,245261
2324,First Attendances by Age and Gender,80-84 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),53
2324,First Attendances by Age and Gender,80-84 Female,100,General Surgery,73209
2324,First Attendances by Age and Gender,80-84 Female,101,Urology,15878
2324,First Attendances by Age and Gender,80-84 Female,107,Vascular Surgery,1018
2324,First Attendances by Age and Gender,80-84 Female,110,Trauma & Orthopaedics,73463
2324,First Attendances by Age and Gender,80-84 Female,120,"Ear, Nose & Throat (ENT)",29376
2324,First Attendances by Age and Gender,80-84 Female,130,Ophthalmology,138820
2324,First Attendances by Age and Gender,80-84 Female,140,Oral Surgery,5832
2324,First Attendances by Age and Gender,80-84 Female,141,Restorative Dentistry,538
2324,First Attendances by Age and Gender,80-84 Female,143,Orthodontics,95
2324,First Attendances by Age and Gender,80-84 Female,145,Oral & Maxillo Facial Surgery,5444
2324,First Attendances by Age and Gender,80-84 Female,146,Endodontics,24
2324,First Attendances by Age and Gender,80-84 Female,147,Periodontics,2
2324,First Attendances by Age and Gender,80-84 Female,148,Prosthodontics,11
2324,First Attendances by Age and Gender,80-84 Female,150,Neurosurgery,4027
2324,First Attendances by Age and Gender,80-84 Female,160,Plastic Surgery,9043
2324,First Attendances by Age and Gender,80-84 Female,170,Cardiothoracic Surgery,1365
2324,First Attendances by Age and Gender,80-84 Female,171,Paediatric Surgery,14
2324,First Attendances by Age and Gender,80-84 Female,180,Accident & Emergency (A&E),2794
2324,First Attendances by Age and Gender,80-84 Female,190,Anaesthetics,13834
2324,First Attendances by Age and Gender,80-84 Female,192,Critical Care Medicine,162
2324,First Attendances by Age and Gender,80-84 Female,300,General Medicine,49861
2324,First Attendances by Age and Gender,80-84 Female,301,Gastroenterology,20219
2324,First Attendances by Age and Gender,80-84 Female,302,Endocrinology,5293
2324,First Attendances by Age and Gender,80-84 Female,303,Clinical Haematology,9741
2324,First Attendances by Age and Gender,80-84 Female,304,Clinical Physiology,10191
2324,First Attendances by Age and Gender,80-84 Female,305,Clinical Pharmacology,106
2324,First Attendances by Age and Gender,80-84 Female,310,Audiological Medicine,11068
2324,First Attendances by Age and Gender,80-84 Female,311,Clinical Genetics,259
2324,First Attendances by Age and Gender,80-84 Female,313,Clinical Immunology & Allergy,206
2324,First Attendances by Age and Gender,80-84 Female,314,Rehabilitation,2452
2324,First Attendances by Age and Gender,80-84 Female,315,Palliative Medicine,1452
2324,First Attendances by Age and Gender,80-84 Female,317,Allergy,14
2324,First Attendances by Age and Gender,80-84 Female,320,Cardiology,70159
2324,First Attendances by Age and Gender,80-84 Female,321,Paediatric Cardiology,6
2324,First Attendances by Age and Gender,80-84 Female,325,Sports & Exercise Medicine,21
2324,First Attendances by Age and Gender,80-84 Female,326,Acute Internal Medicine,2779
2324,First Attendances by Age and Gender,80-84 Female,330,Dermatology,43402
2324,First Attendances by Age and Gender,80-84 Female,340,Respiratory Medicine (Thoracic Medicine),20805
2324,First Attendances by Age and Gender,80-84 Female,350,Infectious Diseases,499
2324,First Attendances by Age and Gender,80-84 Female,360,Genitourinary Medicine,111
2324,First Attendances by Age and Gender,80-84 Female,361,Nephrology,4094
2324,First Attendances by Age and Gender,80-84 Female,370,Medical Oncology,5794
2324,First Attendances by Age and Gender,80-84 Female,371,Nuclear Medicine,245
2324,First Attendances by Age and Gender,80-84 Female,400,Neurology,11774
2324,First Attendances by Age and Gender,80-84 Female,401,Clinical Neuro-physiology,3678
2324,First Attendances by Age and Gender,80-84 Female,410,Rheumatology,12063
2324,First Attendances by Age and Gender,80-84 Female,420,Paediatrics,117
2324,First Attendances by Age and Gender,80-84 Female,421,Paediatric Neurology,5
2324,First Attendances by Age and Gender,80-84 Female,430,Geriatric Medicine,18336
2324,First Attendances by Age and Gender,80-84 Female,450,Dental Medicine Specialties,459
2324,First Attendances by Age and Gender,80-84 Female,451,Special Care Dentistry,41
2324,First Attendances by Age and Gender,80-84 Female,460,Medical Ophthalmology,423
2324,First Attendances by Age and Gender,80-84 Female,501,Obstetrics,3197
2324,First Attendances by Age and Gender,80-84 Female,502,Gynaecology,20123
2324,First Attendances by Age and Gender,80-84 Female,560,Midwife episode,25
2324,First Attendances by Age and Gender,80-84 Female,600,General Medical Practice,3308
2324,First Attendances by Age and Gender,80-84 Female,601,General Dental Practice,25
2324,First Attendances by Age and Gender,80-84 Female,700,Learning Disability (previously MH),62
2324,First Attendances by Age and Gender,80-84 Female,710,Adult Mental Illness,1834
2324,First Attendances by Age and Gender,80-84 Female,711,Child & Adolescent Psychiatry,96
2324,First Attendances by Age and Gender,80-84 Female,712,Forensic Psychiatry,38
2324,First Attendances by Age and Gender,80-84 Female,713,Psychotherapy,17
2324,First Attendances by Age and Gender,80-84 Female,715,Old Age Psychiatry,4985
2324,First Attendances by Age and Gender,80-84 Female,800,Clinical Oncology (previously Radiotherapy),10650
2324,First Attendances by Age and Gender,80-84 Female,810,Radiology,88439
2324,First Attendances by Age and Gender,80-84 Female,820,General Pathology,13
2324,First Attendances by Age and Gender,80-84 Female,822,Chemical Pathology,525
2324,First Attendances by Age and Gender,80-84 Female,823,Haematology,1808
2324,First Attendances by Age and Gender,80-84 Female,824,Histopathology,21
2324,First Attendances by Age and Gender,80-84 Female,830,Immunopathology,12
2324,First Attendances by Age and Gender,80-84 Female,831,Medical Microbiology & Virology,48
2324,First Attendances by Age and Gender,80-84 Female,833,Medical Microbiology (Microbiology & Bacteriology),20
2324,First Attendances by Age and Gender,80-84 Female,834,Medical Virology,5
2324,First Attendances by Age and Gender,80-84 Female,900,Community Medicine,3469
2324,First Attendances by Age and Gender,80-84 Female,901,Occupational Medicine,69
2324,First Attendances by Age and Gender,80-84 Female,902,Community Health Services Dental,7
2324,First Attendances by Age and Gender,80-84 Female,903,Public Health Medicine,1
2324,First Attendances by Age and Gender,80-84 Female,950,Nursing episode,49134
2324,First Attendances by Age and Gender,80-84 Female,960,Allied Health Professional Episode,131594
2324,First Attendances by Age and Gender,80-84 Female,990,Joint Consultant Clinics (Retired 1 April 2004),15
2324,First Attendances by Age and Gender,80-84 Male,100,General Surgery,62088
2324,First Attendances by Age and Gender,80-84 Male,101,Urology,51058
2324,First Attendances by Age and Gender,80-84 Male,107,Vascular Surgery,1606
2324,First Attendances by Age and Gender,80-84 Male,110,Trauma & Orthopaedics,41209
2324,First Attendances by Age and Gender,80-84 Male,120,"Ear, Nose & Throat (ENT)",25595
2324,First Attendances by Age and Gender,80-84 Male,130,Ophthalmology,103493
2324,First Attendances by Age and Gender,80-84 Male,140,Oral Surgery,5041
2324,First Attendances by Age and Gender,80-84 Male,141,Restorative Dentistry,443
2324,First Attendances by Age and Gender,80-84 Male,143,Orthodontics,115
2324,First Attendances by Age and Gender,80-84 Male,145,Oral & Maxillo Facial Surgery,5197
2324,First Attendances by Age and Gender,80-84 Male,146,Endodontics,20
2324,First Attendances by Age and Gender,80-84 Male,147,Periodontics,3
2324,First Attendances by Age and Gender,80-84 Male,148,Prosthodontics,8
